Province_State,week,cases
South Carolina,2020-W44,1044368
South Carolina,2020-W46,581622
South Carolina,2020-W47,1409598
South Carolina,2020-W48,1482752
South Carolina,2020-W49,217487
South Carolina,2020-W50,252206
South Carolina,2020-W51,1846008
South Carolina,2020-W52,1991145
South Carolina,2020-W53,1209634
South Dakota,2020-W04,0
South Dakota,2020-W05,0
South Dakota,2020-W07,0
South Dakota,2020-W08,0
South Dakota,2020-W09,0
South Dakota,2020-W11,24
South Dakota,2020-W12,95
South Dakota,2020-W13,361
South Dakota,2020-W14,209
South Dakota,2020-W16,8923
South Dakota,2020-W17,13653
South Dakota,2020-W18,9379
South Dakota,2020-W20,19357
South Dakota,2020-W21,29849
South Dakota,2020-W22,33561
South Dakota,2020-W24,11731
South Dakota,2020-W25,42733
South Dakota,2020-W26,45419
South Dakota,2020-W27,13480
South Dakota,2020-W29,53999
South Dakota,2020-W30,57082
South Dakota,2020-W31,43026
South Dakota,2020-W33,40313
South Dakota,2020-W34,75353
South Dakota,2020-W35,85476
South Dakota,2020-W36,13509
South Dakota,2020-W37,16638
South Dakota,2020-W38,123987
South Dakota,2020-W39,141017
South Dakota,2020-W40,66124
South Dakota,2020-W42,188251
South Dakota,2020-W43,253900
South Dakota,2020-W44,256022
South Dakota,2020-W46,191890
South Dakota,2020-W47,488324
South Dakota,2020-W48,538270
South Dakota,2020-W49,80464
South Dakota,2020-W50,91038
South Dakota,2020-W51,651688
South Dakota,2020-W52,674068
South Dakota,2020-W53,393699
Tennessee,2020-W04,0
Tennessee,2020-W05,0
Tennessee,2020-W07,0
Tennessee,2020-W08,0
Tennessee,2020-W09,0
Tennessee,2020-W11,90
Tennessee,2020-W12,1300
Tennessee,2020-W13,7948
Tennessee,2020-W14,4308
Tennessee,2020-W16,44392
Tennessee,2020-W17,59862
Tennessee,2020-W18,42813
Tennessee,2020-W20,85549
Tennessee,2020-W21,133944
Tennessee,2020-W22,153506
Tennessee,2020-W24,59997
Tennessee,2020-W25,230715
Tennessee,2020-W26,266933
Tennessee,2020-W27,85749
Tennessee,2020-W29,500374
Tennessee,2020-W30,604674
Tennessee,2020-W31,500242
Tennessee,2020-W33,518216
Tennessee,2020-W34,963336
Tennessee,2020-W35,1032526
Tennessee,2020-W36,153336
Tennessee,2020-W37,170768
Tennessee,2020-W38,1240191
Tennessee,2020-W39,1306589
Tennessee,2020-W40,579358
Tennessee,2020-W42,1331797
Tennessee,2020-W43,1659687
Tennessee,2020-W44,1519277
Tennessee,2020-W46,911982
Tennessee,2020-W47,2279062
Tennessee,2020-W48,2456283
Tennessee,2020-W49,371073
Tennessee,2020-W50,453327
Tennessee,2020-W51,3435211
Tennessee,2020-W52,3796163
Tennessee,2020-W53,2293069
Texas,2020-W04,0
Texas,2020-W05,0
Texas,2020-W07,0
Texas,2020-W08,0
Texas,2020-W09,0
Texas,2020-W11,168
Texas,2020-W12,2353
Texas,2020-W13,11727
Texas,2020-W14,6982
Texas,2020-W16,86431
Texas,2020-W17,118160
Texas,2020-W18,86796
Texas,2020-W20,194549
Texas,2020-W21,315332
Texas,2020-W22,357533
Texas,2020-W24,169149
Texas,2020-W25,703571
Texas,2020-W26,928239
Texas,2020-W27,324920
Texas,2020-W29,2059270
Texas,2020-W30,2475056
Texas,2020-W31,2011354
Texas,2020-W33,2251734
Texas,2020-W34,4210195
Texas,2020-W35,4460282
Texas,2020-W36,655014
Texas,2020-W37,710126
Texas,2020-W38,5093877
Texas,2020-W39,5329246
Texas,2020-W40,2343455
Texas,2020-W42,5051251
Texas,2020-W43,6124595
Texas,2020-W44,5489821
Texas,2020-W46,3117702
Texas,2020-W47,7635135
Texas,2020-W48,8299044
Texas,2020-W49,1237189
Texas,2020-W50,1424372
Texas,2020-W51,10517555
Texas,2020-W52,11420537
Texas,2020-W53,6945571
Utah,2020-W04,0
Utah,2020-W05,0
Utah,2020-W07,0
Utah,2020-W08,0
Utah,2020-W09,0
Utah,2020-W11,37
Utah,2020-W12,551
Utah,2020-W13,3085
Utah,2020-W14,1686
Utah,2020-W16,18790
Utah,2020-W17,25420
Utah,2020-W18,17750
Utah,2020-W20,34588
Utah,2020-W21,55195
Utah,2020-W22,63362
Utah,2020-W24,28294
Utah,2020-W25,111683
Utah,2020-W26,136142
Utah,2020-W27,43881
Utah,2020-W29,223265
Utah,2020-W30,253773
Utah,2020-W31,196350
Utah,2020-W33,184373
Utah,2020-W34,335928
Utah,2020-W35,354070
Utah,2020-W36,52107
Utah,2020-W37,57875
Utah,2020-W38,426242
Utah,2020-W39,471170
Utah,2020-W40,216620
Utah,2020-W42,546891
Utah,2020-W43,699268
Utah,2020-W44,660342
Utah,2020-W46,450738
Utah,2020-W47,1164499
Utah,2020-W48,1305285
Utah,2020-W49,195706
Utah,2020-W50,233904
Utah,2020-W51,1704788
Utah,2020-W52,1815695
Utah,2020-W53,1084468
Vermont,2020-W04,0
Vermont,2020-W05,0
Vermont,2020-W07,0
Vermont,2020-W08,0
Vermont,2020-W09,0
Vermont,2020-W11,12
Vermont,2020-W12,189
Vermont,2020-W13,1083
Vermont,2020-W14,549
Vermont,2020-W16,5428
Vermont,2020-W17,5803
Vermont,2020-W18,3445
Vermont,2020-W20,4668
Vermont,2020-W21,6640
Vermont,2020-W22,6807
Vermont,2020-W24,2252
Vermont,2020-W25,7974
Vermont,2020-W26,8302
Vermont,2020-W27,2416
Vermont,2020-W29,9271
Vermont,2020-W30,9650
Vermont,2020-W31,7034
Vermont,2020-W33,6009
Vermont,2020-W34,10778
Vermont,2020-W35,11111
Vermont,2020-W36,1624
Vermont,2020-W37,1684
Vermont,2020-W38,11936
Vermont,2020-W39,12098
Vermont,2020-W40,5246
Vermont,2020-W42,11456
Vermont,2020-W43,13992
Vermont,2020-W44,12791
Vermont,2020-W46,8475
Vermont,2020-W47,23217
Vermont,2020-W48,27268
Vermont,2020-W49,4172
Vermont,2020-W50,5753
Vermont,2020-W51,42967
Vermont,2020-W52,47379
Vermont,2020-W53,29010
Virgin Islands,2020-W04,0
Virgin Islands,2020-W05,0
Virgin Islands,2020-W07,0
Virgin Islands,2020-W08,0
Virgin Islands,2020-W09,0
Virgin Islands,2020-W11,0
Virgin Islands,2020-W12,23
Virgin Islands,2020-W13,122
Virgin Islands,2020-W14,60
Virgin Islands,2020-W16,361
Virgin Islands,2020-W17,380
Virgin Islands,2020-W18,237
Virgin Islands,2020-W20,345
Virgin Islands,2020-W21,483
Virgin Islands,2020-W22,483
Virgin Islands,2020-W24,144
Virgin Islands,2020-W25,512
Virgin Islands,2020-W26,551
Virgin Islands,2020-W27,162
Virgin Islands,2020-W29,1733
Virgin Islands,2020-W30,2320
Virgin Islands,2020-W31,1915
Virgin Islands,2020-W33,2861
Virgin Islands,2020-W34,6125
Virgin Islands,2020-W35,7386
Virgin Islands,2020-W36,1134
Virgin Islands,2020-W37,1220
Virgin Islands,2020-W38,8706
Virgin Islands,2020-W39,9057
Virgin Islands,2020-W40,3954
Virgin Islands,2020-W42,7984
Virgin Islands,2020-W43,9390
Virgin Islands,2020-W44,8143
Virgin Islands,2020-W46,4294
Virgin Islands,2020-W47,10293
Virgin Islands,2020-W48,10673
Virgin Islands,2020-W49,1544
Virgin Islands,2020-W50,1791
Virgin Islands,2020-W51,13115
Virgin Islands,2020-W52,13742
Virgin Islands,2020-W53,8056
Virginia,2020-W04,0
Virginia,2020-W05,0
Virginia,2020-W07,0
Virginia,2020-W08,0
Virginia,2020-W09,0
Virginia,2020-W11,101
Virginia,2020-W12,798
Virginia,2020-W13,3646
Virginia,2020-W14,2269
Virginia,2020-W16,49404
Virginia,2020-W17,76814
Virginia,2020-W18,58686
Virginia,2020-W20,143302
Virginia,2020-W21,237273
Virginia,2020-W22,289470
Virginia,2020-W24,108375
Virginia,2020-W25,394460
Virginia,2020-W26,420472
Virginia,2020-W27,124976
Virginia,2020-W29,521279
Virginia,2020-W30,569916
Virginia,2020-W31,439851
Virginia,2020-W33,420897
Virginia,2020-W34,770490
Virginia,2020-W35,816414
Virginia,2020-W36,120594
Virginia,2020-W37,133814
Virginia,2020-W38,962772
Virginia,2020-W39,1005215
Virginia,2020-W40,442380
Virginia,2020-W42,980856
Virginia,2020-W43,1190485
Virginia,2020-W44,1065450
Virginia,2020-W46,602021
Virginia,2020-W47,1477825
Virginia,2020-W48,1599823
Virginia,2020-W49,237835
Virginia,2020-W50,281909
Virginia,2020-W51,2070999
Virginia,2020-W52,2259565
Virginia,2020-W53,1370401
Washington,2020-W04,5
Washington,2020-W05,5
Washington,2020-W07,4
Washington,2020-W08,7
Washington,2020-W09,12
Washington,2020-W11,1813
Washington,2020-W12,9444
Washington,2020-W13,22319
Washington,2020-W14,10355
Washington,2020-W16,78704
Washington,2020-W17,89672
Washington,2020-W18,55925
Washington,2020-W20,89957
Washington,2020-W21,133868
Washington,2020-W22,145538
Washington,2020-W24,51983
Washington,2020-W25,193893
Washington,2020-W26,215961
Washington,2020-W27,66270
Washington,2020-W29,315412
Washington,2020-W30,356532
Washington,2020-W31,279253
Washington,2020-W33,268678
Washington,2020-W34,491442
Washington,2020-W35,516313
Washington,2020-W36,75502
Washington,2020-W37,81056
Washington,2020-W38,578757
Washington,2020-W39,603381
Washington,2020-W40,266577
Washington,2020-W42,594107
Washington,2020-W43,723936
Washington,2020-W44,650712
Washington,2020-W46,399501
Washington,2020-W47,1006015
Washington,2020-W48,1137808
Washington,2020-W49,171962
Washington,2020-W50,210809
Washington,2020-W51,1523787
Washington,2020-W52,1624348
Washington,2020-W53,968600
West Virginia,2020-W04,0
West Virginia,2020-W05,0
West Virginia,2020-W07,0
West Virginia,2020-W08,0
West Virginia,2020-W09,0
West Virginia,2020-W11,0
West Virginia,2020-W12,39
West Virginia,2020-W13,414
West Virginia,2020-W14,307
West Virginia,2020-W16,5131
West Virginia,2020-W17,6805
West Virginia,2020-W18,4393
West Virginia,2020-W20,7234
West Virginia,2020-W21,11333
West Virginia,2020-W22,13332
West Virginia,2020-W24,4564
West Virginia,2020-W25,16958
West Virginia,2020-W26,18814
West Virginia,2020-W27,5775
West Virginia,2020-W29,32601
West Virginia,2020-W30,38237
West Virginia,2020-W31,31350
West Virginia,2020-W33,33469
West Virginia,2020-W34,62708
West Virginia,2020-W35,67796
West Virginia,2020-W36,10249
West Virginia,2020-W37,12705
West Virginia,2020-W38,94088
West Virginia,2020-W39,103289
West Virginia,2020-W40,47059
West Virginia,2020-W42,115936
West Virginia,2020-W43,147621
West Virginia,2020-W44,139919
West Virginia,2020-W46,98090
West Virginia,2020-W47,262005
West Virginia,2020-W48,308315
West Virginia,2020-W49,47842
West Virginia,2020-W50,63217
West Virginia,2020-W51,478744
West Virginia,2020-W52,540972
West Virginia,2020-W53,333768
Wisconsin,2020-W04,0
Wisconsin,2020-W05,0
Wisconsin,2020-W07,0
Wisconsin,2020-W08,0
Wisconsin,2020-W09,0
Wisconsin,2020-W11,74
Wisconsin,2020-W12,1273
Wisconsin,2020-W13,5400
Wisconsin,2020-W14,2642
Wisconsin,2020-W16,27177
Wisconsin,2020-W17,35976
Wisconsin,2020-W18,25744
Wisconsin,2020-W20,58592
Wisconsin,2020-W21,97420
Wisconsin,2020-W22,119223
Wisconsin,2020-W24,45276
Wisconsin,2020-W25,166974
Wisconsin,2020-W26,184165
Wisconsin,2020-W27,56717
Wisconsin,2020-W29,277509
Wisconsin,2020-W30,321513
Wisconsin,2020-W31,255693
Wisconsin,2020-W33,258230
Wisconsin,2020-W34,477648
Wisconsin,2020-W35,511862
Wisconsin,2020-W36,75603
Wisconsin,2020-W37,89185
Wisconsin,2020-W38,666786
Wisconsin,2020-W39,761259
Wisconsin,2020-W40,359817
Wisconsin,2020-W42,974932
Wisconsin,2020-W43,1373506
Wisconsin,2020-W44,1347550
Wisconsin,2020-W46,971551
Wisconsin,2020-W47,2499142
Wisconsin,2020-W48,2770255
Wisconsin,2020-W49,411730
Wisconsin,2020-W50,468956
Wisconsin,2020-W51,3376997
Wisconsin,2020-W52,3515829
Wisconsin,2020-W53,2059857
Wyoming,2020-W04,0
Wyoming,2020-W05,0
Wyoming,2020-W07,0
Wyoming,2020-W08,0
Wyoming,2020-W09,0
Wyoming,2020-W11,5
Wyoming,2020-W12,117
Wyoming,2020-W13,390
Wyoming,2020-W14,203
Wyoming,2020-W16,2067
Wyoming,2020-W17,3126
Wyoming,2020-W18,2160
Wyoming,2020-W20,3600
Wyoming,2020-W21,5584
Wyoming,2020-W22,6121
Wyoming,2020-W24,2110
Wyoming,2020-W25,7975
Wyoming,2020-W26,9269
Wyoming,2020-W27,2937
Wyoming,2020-W29,14167
Wyoming,2020-W30,16386
Wyoming,2020-W31,13149
Wyoming,2020-W33,12815
Wyoming,2020-W34,24224
Wyoming,2020-W35,26075
Wyoming,2020-W36,3850
Wyoming,2020-W37,4346
Wyoming,2020-W38,32452
Wyoming,2020-W39,36952
Wyoming,2020-W40,17523
Wyoming,2020-W42,51022
Wyoming,2020-W43,71195
Wyoming,2020-W44,74262
Wyoming,2020-W46,65716
Wyoming,2020-W47,181798
Wyoming,2020-W48,217102
Wyoming,2020-W49,33305
Wyoming,2020-W50,39360
Wyoming,2020-W51,285251
Wyoming,2020-W52,298835
Wyoming,2020-W53,176169
